"practice_id","doctor_id"
11206,12306
11206,11206
16064,16064
16064,16392
16217,16217
2793,6749
2793,2793
15464,15464
14883,14883
15464,16059
14883,14600
14120,14120
15308,15308
15308,16615
16836,16836
15683,15683
11789,16382
11789,16917
11789,11789
11789,13822
16282,16282
15869,15869
15067,15067
15067,15666
15067,16477
11500,11500
16597,16597
16485,16485
8854,8854
16824,16824
3709,3709
3709,14261
3709,7618
3709,5439
3709,10097
3709,4150
3709,11431
250,250
3812,3812
11593,13297
11593,11593
11593,16258
7952,7952
1223,1223
2085,6084
2085,6163
2085,4818
2085,6033
2085,6642
2085,7310
2085,8223
2085,9343
2085,9560
2085,13130
12594,12594
2085,2085
2085,3026
2085,2659
2085,2862
2085,3059
2085,3274
2085,4146
2085,4192
2085,5823
15128,15128
16229,16229
13309,13309
14124,14124
4493,4493
9992,9992
4493,12301
4493,7842
2443,2443
2443,2506
2443,4313
2443,4842
16071,16071
16384,16384
4588,4588
4588,16699
4588,11346
12202,12202
1518,1518
15405,15405
13134,13770
13134,14026
13134,13134
15811,15811
16152,16152
5062,5062
5062,12925
16247,16247
16247,16846
2661,8029
2661,16311
2661,11579
2661,8346
2661,12492
2661,7294
2661,8446
2661,14316
2661,14294
2661,13781
2661,11823
2661,16526
2661,3736
2661,2661
5331,14868
5331,14903
5331,12382
5331,5331
1578,15594
1578,15392
1578,12770
1578,1578
14246,14246
5694,5694
13193,13350
13193,13193
10683,11363
10683,10683
10683,14507
10683,16696
10683,10762
10683,10948
10683,12518
10683,12620
10683,10363
12467,12467
3874,8396
3874,3874
3874,13010
10439,6388
10439,10439
14019,14315
14019,14019
16362,16362
5723,5723
11706,683
11706,3371
11706,3351
11706,11706
16948,16948
7044,7044
2774,2774
14836,14836
15813,15813
7355,7355
1100,12656
1100,4840
1100,1569
1100,1100
1100,2498
1100,7775
264,3472
1100,11101
264,264
1100,3795
1100,9358
1100,2558
1100,13783
1100,15949
1100,16860
1100,3372
1100,2367
1100,6070
1100,1623
1100,1117
1100,6401
1100,6975
1100,11950
6434,8715
6434,6703
6434,6450
6434,6434
15332,15332
9851,9851
5905,5905
6312,6312
16107,16107
13267,13267
9503,9503
15244,15244
10970,11270
10970,10970
11511,11511
16952,16952
4365,4365
16625,16625
15380,15380
14781,14781
13163,14333
13163,16277
13163,13163
15275,15427
15275,15275
16096,16096
14954,14954
7377,7377
14513,14513
7377,7540
3099,3099
16394,16394
4905,5667
4905,4905
13390,13390
12358,12358
12358,14974
12358,13609
6720,6720
8268,8552
8268,8268
15043,15043
16158,16158
2425,2425
2425,15629
1185,15872
1185,14027
7484,7484
1185,3568
1185,2796
1185,3297
1185,9742
1185,1185
2266,2266
1185,7559
1185,7051
2353,2353
1185,7590
1185,10387
1185,3609
11305,11305
6809,6809
6351,6351
11946,13369
11946,10449
11946,17022
11946,11946
11946,13739
11946,16673
8741,8741
4978,4978
16803,16803
11829,13415
11829,13169
11829,12131
11829,11829
12714,12714
12377,15063
12377,13531
12377,12377
12377,12732
15717,15834
15717,15717
1743,1743
2867,2867
2867,15959
12932,12932
14828,16550
14828,14828
16866,16866
7004,7004
15566,15566
14709,14709
14709,15507
16938,16938
8095,8095
4766,4766
6522,6522
4341,4341
16124,16124
16038,16038
1964,1964
11519,11519
10278,15855
10278,15663
10278,10278
10278,16686
10278,10671
3350,9682
3350,14108
3350,3350
3350,9230
3350,9294
3350,14860
16912,16912
7660,7660
16169,16169
15696,15696
16955,16955
13206,13206
3207,3207
5712,14902
5712,5803
5712,9806
5712,8168
5712,6135
5712,9631
5712,5712
2614,12428
2614,2614
2614,16130
2614,8775
2614,4873
2614,11289
4953,5527
2614,8308
2614,11316
2614,9720
2614,12166
4953,4953
2614,3470
4097,9590
4097,4097
6048,6048
8394,8394
10194,10194
15262,15262
8858,9963
8858,8858
8858,12604
8858,15637
8858,8904
8858,14343
8858,9954
8858,10039
8858,12305
8858,13355
8858,14779
8858,13133
9945,9945
11464,11464
16139,16139
6630,6630
12446,14911
11249,16213
12446,12446
11249,11249
12446,14368
11249,11742
12446,13195
11231,13337
11231,11231
14097,14097
6810,6810
5833,5833
15579,15579
15579,16070
16630,16630
16313,16313
14953,14953
14953,15273
16537,16537
6029,6029
6916,11502
6916,7667
6916,6916
15454,15454
3512,6412
3512,3512
3512,6827
3512,16120
1427,10242
1427,2366
1427,3835
1427,1793
1427,1427
1427,3081
1427,6846
1427,13052
1427,12117
1427,4629
1427,3404
12897,4426
8790,8790
12897,12897
8790,8898
15621,15621
15100,13500
15100,15102
15100,15100
16325,16325
6941,6941
6941,9994
13061,13061
13083,16478
13083,13083
12913,12913
10604,10604
10152,4138
10152,12959
10152,10350
10152,12699
10152,11339
10152,10152
10152,12056
5043,5043
11841,12226
11841,1088
1545,1545
11841,15385
11841,11841
11841,16985
11841,16373
11841,14107
11841,16195
11841,15127
15902,15902
14830,14830
3096,3096
10678,10678
16312,16312
1435,2883
1435,1435
6520,6520
1435,2227
1435,3583
8673,8673
7897,7897
7897,12734
7435,10917
11560,11560
11560,13955
7435,7435
7435,8493
7914,7914
7435,9530
7435,7589
11560,13113
11485,11485
16080,16080
1831,1831
1782,8076
1385,1385
1385,12956
1782,3697
1385,14563
1782,4961
1782,12113
1782,11204
1782,12967
4430,4696
1782,10698
1782,13259
1782,7296
4430,4430
1782,3720
1782,4445
1782,1782
1782,5744
1647,14017
1647,12800
1647,11381
1647,13091
1647,11856
1647,11486
1647,2693
1647,1647
1647,1380
1647,15381
1647,4466
1647,6425
1647,8241
1647,8731
1647,9103
1647,10991
1647,11034
1647,12785
1647,13182
1647,2948
4357,5414
4357,9886
4357,13747
4357,16049
4357,15092
4357,6675
4357,9895
4357,9771
4357,4476
4357,12602
4357,4357
8200,8200
15830,15830
9816,9816
15459,15459
9253,9253
16149,16149
15085,15085
7684,7684
9380,9380
12706,12706
6010,6010
13073,13073
12263,12263
14540,14540
15652,15652
6309,6309
15875,15875
14802,14802
13856,13856
9479,9479
13270,13270
15088,15088
9203,9203
16668,16668
7578,7578
7440,7440
14921,14921
7612,7612
8078,8078
8859,8859
16991,16991
7761,7761
16134,16134
12551,12551
11934,11934
11858,11858
16519,16519
7573,7573
11028,11028
1318,1318
12560,12560
7547,13346
7547,7547
8505,8505
13427,13427
16024,16024
16024,16481
16748,16748
12127,14840
12127,12127
12127,15609
12127,15682
12127,16520
16288,16288
13832,13832
13934,13934
2664,6818
2664,9487
2664,15539
2664,15480
2664,15064
2664,14791
2664,14399
2664,12888
2664,12524
2664,11633
2664,11549
2664,11429
2664,11295
2664,9811
2664,9184
2664,7501
2664,7193
2664,6664
2664,5934
2664,13293
2664,8500
2664,10308
2664,8532
2664,2664
2664,4164
2664,9812
2664,2833
2664,3106
5332,5332
5332,9909
5390,5390
4348,4348
4348,8103
6187,6187
9455,10274
9455,9714
9455,9510
9455,9455
16535,16535
13358,13358
2047,10380
2047,2047
2047,11039
2047,7345
4423,14645
4423,4423
14428,14428
4527,4527
10099,15066
10099,10099
10099,15355
1095,1095
13589,13589
13589,14038
13589,16028
15783,15783
14848,14848
11437,11437
12590,12590
10931,10931
6422,6422
7802,7813
7802,8464
7802,10994
7802,7802
6178,13416
6178,6178
14740,14740
14740,16154
14740,16590
10953,11081
10953,10953
10953,10967
8256,16037
8256,13212
8256,8256
16041,16041
8521,8521
11407,11407
16811,16811
12176,12176
8350,8350
12176,15837
16788,16788
16451,16451
15859,15859
7810,16418
7810,12530
7810,8295
7810,13202
7810,8117
7810,7810
8407,8407
15084,15084
8073,8073
8073,15487
8908,8908
14823,14823
14964,14964
8693,8693
8693,9693
2573,2712
2573,2573
12234,7481
12234,11056
12234,13092
12234,12234
12234,10082
12234,11322
12234,11849
12234,8046
12234,11870
12234,7675
12234,10475
12234,9738
12234,8457
12234,9588
9769,9769
6740,6792
6740,11807
6740,6740
4804,7814
4804,9182
4804,11958
4804,4804
4804,14767
4804,11077
4804,7266
1604,8762
1604,7988
1604,6355
1604,1604
7065,16891
7065,7065
7065,7752
15703,15703
9107,9107
14819,14819
7611,7611
8240,8240
8240,8883
8006,9238
8006,8006
10726,10726
8336,13334
8336,8336
15365,15365
7372,7372
7372,16295
7372,9545
16172,16172
9450,9450
9450,13157
9450,12461
9450,12773
9450,9708
1436,9958
1436,3743
1436,16223
1436,16095
1436,14783
1436,13277
1436,12933
1436,12698
1436,11895
1436,10032
1436,9681
1436,8720
1436,7985
1436,7073
1436,6381
1436,5910
1436,4288
1436,3413
1436,1921
1436,1436
1436,16287
9360,9360
9360,5643
10004,4124
10004,11402
10004,2772
10004,11423
10004,10004
10004,2599
6674,6674
6674,7683
5081,6122
5081,5081
12731,15403
12731,12893
12731,12882
12731,12731
12731,13402
12731,16777
12731,15670
12731,13407
16262,16262
11276,11276
11276,16046
11276,4104
11276,13025
11276,16252
11276,9906
11276,16915
15458,15458
15458,15460
14655,14655
5286,5286
697,697
16602,16602
8485,8485
8485,12250
2597,13933
2597,2597
8363,8363
8363,10592
4076,4076
4904,4904
16856,16856
13384,13384
16369,16369
15565,15565
15565,15838
15565,16170
15163,15163
7220,7220
9496,12211
9496,11321
9496,9496
9997,12083
12764,12764
9997,9997
16809,16809
8209,13580
8209,8209
15054,15054
15505,15505
6958,10728
6958,10450
6958,13343
6958,6958
14529,14529
4361,4361
15287,15287
15287,15807
4872,4872
4872,5112
9492,9492
4872,5065
5068,3668
5068,11679
5068,11670
5068,10734
5068,10411
5068,9461
5068,9282
5068,9067
5068,8554
5068,8297
5068,7114
5068,6105
5068,4577
5068,3264
5068,14314
5068,13768
5068,13731
5068,13012
5068,12991
5068,12456
5068,12400
5068,12265
5068,11987
5068,9842
5068,5068
5068,14364
5068,15114
5068,9330
5068,12950
5068,8438
8924,8924
8924,10201
8924,13328
13558,13558
6776,6776
6776,13056
6776,6886
12187,12187
6848,6848
7586,7586
7039,7039
16069,16069
10530,10530
10530,15617
10530,12911
2657,12679
2657,6663
2657,9135
2657,13247
2657,9581
2657,16666
2657,8861
2657,8860
2657,2657
2657,12652
14947,14947
14741,14741
14724,14724
16036,16036
15350,15350
12719,12719
12719,16717
14818,14818
14818,15375
16497,16497
16230,16230
5381,9691
5381,6190
5381,5381
5381,6286
5381,11569
5381,14867
5381,6261
5381,7178
5381,8403
5982,5982
9322,9322
14825,14825
14825,16582
14825,16523
14825,16522
13099,13099
13099,13733
15007,15007
5808,9058
5808,9749
5808,5808
5808,11700
5808,14480
5808,14663
5912,5912
10677,10677
10677,11984
13097,13097
16608,16608
16255,16255
16889,16889
14574,14574
13840,13840
10209,10209
13412,13412
2508,3048
2508,2508
2508,14479
2508,15012
2508,16963
2508,3005
2508,2770
2508,3323
13533,15434
13533,13850
13533,13533
13533,15906
13533,14101
7338,7338
16742,16742
15841,15841
13852,13852
13852,16674
11553,11553
11553,12614
3054,3054
294,294
10499,10499
10499,16603
3816,3816
5506,5506
14548,14548
3877,4826
3877,11417
3877,5892
3877,3877
3877,4338
3877,4207
3877,7669
4477,4477
3877,9787
9648,16043
9648,15037
9648,9648
9648,13778
9648,12690
16551,16551
16999,16999
8422,8422
13745,13745
16953,16953
2782,8151
2782,2782
2782,2518
2782,5742
3558,6870
3558,5152
3558,6019
3558,6733
3558,11797
3558,5518
3558,7562
3558,12381
3558,11544
3558,11538
3558,9257
3558,7827
3558,7583
3558,6491
3558,14245
3558,12261
3558,3558
3558,6528
8503,8503
13765,13765
5021,5021
1830,1830
11653,11653
10706,10706
10706,15527
13525,16982
13525,13567
13525,13565
13525,16800
13525,16060
13525,17008
13525,13525
13525,14773
13525,14585
13525,14888
14370,14370
14370,14567
14370,16455
16801,16801
9653,11529
9653,12292
13089,13089
9653,9653
2593,3654
2593,2593
2593,10161
2593,7199
10282,12081
10282,10282
5936,13808
5936,15499
5936,15789
5936,6152
5936,5936
5936,6580
5936,6679
5936,7888
5936,8504
5936,9879
5936,10701
5936,5847
1798,1798
1283,7941
1283,8275
1283,6231
1283,14122
1283,14950
1283,1283
1283,15124
1283,16386
1283,11596
1283,12982
1283,5739
1283,6922
5004,5289
5004,5004
1701,2318
1701,1770
1701,1701
4444,4444
14463,14463
8338,8338
13252,13252
8338,8630
8142,8142
15719,15719
10036,11251
10036,15791
10036,10036
15794,16486
15794,15794
9147,9147
14751,14751
8468,8468
8468,10585
8468,10571
8468,12192
8468,16964
8468,15524
8468,12004
8468,11891
8468,10054
9345,9345
8564,9286
8564,15944
8564,15194
8564,11582
8564,8564
8583,8583
8564,10638
8564,8706
8564,13523
7088,7088
16075,16075
16075,16754
15309,15309
15309,16863
15309,16190
9601,9601
9713,9713
17025,17025
7365,7365
7580,7580
7240,7276
7240,7240
7240,10092
10980,10980
16926,16926
13515,13515
4346,4346
16316,16316
5918,5918
5918,12437
5918,12771
5918,9995
5408,5408
8173,8698
8173,11719
8173,13306
8173,9201
8173,8173
15770,15898
15770,15770
1446,1446
1446,4121
6572,6572
14560,14560
16410,16410
1466,5144
1466,1466
1466,10088
5348,5348
1466,2699
1466,4462
1466,9614
1466,6799
1466,8050
6716,6716
4983,4983
4922,12213
4922,16208
4922,4922
4922,6981
16541,16541
13461,13461
16910,16910
16076,16076
16499,16499
14471,15204
10724,12068
14471,14471
14471,14412
10724,10724
10724,13076
10724,12879
10724,12465
14471,15215
14387,14900
14387,15646
14387,16906
14387,15727
14387,15279
14387,14387
6406,13554
6406,6406
4705,4705
6732,6732
8310,8310
8310,5031
15945,15945
15413,16581
15413,15413
7212,7212
7212,16409
16810,16810
8180,15242
8180,8180
12443,12443
12443,13714
12443,12578
14735,14737
14735,14735
16285,16285
2234,2234
11299,11299
2722,2722
2119,2119
15185,15185
4431,4431
13520,16960
13520,14890
2057,6376
13766,13766
2057,3002
2057,3370
2057,3582
2057,3725
2057,5265
2057,2057
2057,5285
2057,5299
2057,6627
2057,7285
2057,7301
2057,7486
2057,7757
2057,8196
2057,10033
2057,13078
2057,14793
2057,15062
13520,16657
2057,2494
4275,4275
13520,15980
13520,13520
2057,15585
2057,13192
2057,16090
2057,2744
3117,3117
3078,6408
3078,16471
3078,9229
3078,5906
3078,11282
4355,6821
3078,4841
3078,4060
3078,8641
4355,4355
3078,3078
3078,11214
1229,1229
3078,9175
3078,3707
8459,8459
12395,13715
12395,15475
12395,12395
14798,14798
14798,15614
11205,11205
5921,5921
11205,10101
16514,16514
1135,13530
1135,1135
1135,13524
1135,8238
1135,4170
12433,12433
9974,9974
15303,15303
15907,15907
16182,16182
16167,16167
3857,3857
3857,6537
11916,11916
11916,7378
7395,7395
6375,16008
6375,6375
16329,16329
7471,7471
16533,16533
16968,16126
16968,16968
13191,13191
8400,8400
11496,13732
11496,11496
9952,16361
9952,10140
9952,10937
9952,9952
9952,10358
16103,16103
16103,17089
12066,12066
12066,14135
6950,8220
6950,15347
6950,6950
12975,12975
12975,15361
14991,16868
14991,14991
14991,15161
14622,14622
8372,8372
16837,16837
15571,15571
14440,14440
15334,15334
5445,11678
5445,12564
5445,7495
5445,12023
5445,7113
5445,8915
5445,5445
14508,14508
16835,16835
11505,11505
3170,3170
3170,12341
3170,11434
3170,6837
8352,8352
8843,8843
9575,9575
9575,10135
15797,15797
2683,2683
2810,14043
2810,4174
2963,2963
2810,8498
2810,3608
2810,8530
2810,5961
2810,2810
2810,14598
16939,16939
8194,8194
6581,6581
6581,9327
6581,12751
6581,8404
7183,7183
7094,7094
14678,14678
7935,13080
7935,7935
7645,7645
963,1738
963,963
963,10533
963,14092
15731,15731
2469,2469
16711,16711
15952,15952
16634,16634
16655,16655
8514,5633
8514,8514
13274,13274
13274,14102
13274,14543
7526,7526
9521,7839
9521,9521
9521,11603
4679,9702
4679,4732
4679,4849
4679,4679
9261,9261
8639,8639
16473,16473
14635,14635
16951,16951
11443,11443
11443,11889
15109,15109
16246,16246
16246,16675
16196,16196
15735,15735
5707,5707
11080,11080
11080,6269
13719,13719
4334,4334
6245,6245
9819,9819
14394,14394
1106,3711
1106,3315
1106,4157
1106,4161
1106,2334
1106,3618
1106,3591
1106,6292
1106,11730
1106,14269
1106,16260
1106,15588
1106,12618
1106,7844
1106,7957
1106,1713
1106,3375
1106,3037
1106,3047
1106,3706
1106,7993
1106,8742
1106,10506
1106,11212
1106,11738
1106,11801
1106,12688
1106,8815
1106,6763
1106,1106
1106,4894
1106,2049
1106,8633
1106,6563
1106,8414
1106,9873
1106,13223
1106,8566
1106,15674
1106,15699
1106,15705
1106,15750
1106,6984
1106,15769
1106,11864
1106,7687
1106,6346
1106,5792
1106,5529
1106,10545
1106,8040
1106,8645
1106,6911
1972,1972
13775,15677
13775,13775
15823,15823
10979,10979
3201,3201
3201,9887
16764,16764
14877,14877
15890,15890
16665,16665
15767,15767
15453,16662
15453,15453
8081,8081
8081,16345
16307,16307
3632,3632
4803,16928
4803,16290
4803,4803
14447,14447
16063,16063
15321,15321
15736,15736
15736,16573
5882,5882
12274,12274
12274,16341
12274,16238
5948,5948
9809,9809
2910,13210
2910,4086
4085,4085
2910,16261
2910,15250
2910,8827
2910,2910
2910,14808
8134,8134
6188,6188
16123,16123
5003,5003
14431,14431
14988,16507
14988,14988
14462,14462
2639,3179
2639,7743
2639,3052
2639,2639
2639,3171
3064,3064
2639,3355
2639,3531
2639,3566
2639,3675
2639,3681
4708,4708
4708,5451
4708,5640
4708,5839
7195,7195
2639,3682
2639,4073
2639,4130
2639,6451
2639,13729
2639,11386
2639,2945
2639,12495
2639,6204
2639,5782
2639,3383
2639,2666
2639,3077
2639,12900
2639,2589
7108,7108
10484,11937
10484,10484
13352,15419
13352,15540
13352,13352
5507,5507
6092,6092
13282,13282
12883,12883
12883,15755
5968,5968
14983,14983
16206,16206
5877,5877
15195,15195
1402,1402
6354,9049
6354,7762
6354,6354
14754,14754
14279,16324
14279,14279
8198,11929
8198,8198
8198,8582
8198,10420
8198,10553
8198,9916
8198,11350
8198,8679
8198,8629
8198,8885
8198,14944
8198,14275
8198,9517
8198,13788
8198,12760
8198,11662
16691,16691
3085,4222
3085,3570
3085,3085
3085,9865
3085,6771
3085,4251
3085,12223
3085,9351
3085,14627
3085,5543
3085,7137
3085,7013
3085,6996
3085,6917
8441,8441
7428,7428
10921,10921
2342,2342
15115,15115
12487,13174
12487,12487
12160,12160
12160,16376
5901,5901
2725,2725
4059,4059
9278,9278
9242,9242
9242,9271
2789,9059
2789,2789
2789,9553
2789,11469
2789,2690
2789,4359
2789,6179
2789,6288
2789,8304
2789,8544
2789,8601
2789,8773
2789,8931
2789,11082
2789,12327
8879,8879
14712,14770
14712,14712
14712,15706
14712,16163
9686,9849
9686,9686
9686,11913
14676,14676
5301,5301
9942,9942
5746,5746
5943,5943
7480,7480
1115,14337
1115,15237
1115,11614
1115,1115
1115,6942
4133,4133
2126,2126
16874,16874
16874,16966
15998,15998
15998,16239
16137,16137
9130,9130
5084,5084
1080,11460
1080,8917
1080,13261
1080,1719
1080,13737
2158,1864
1080,12069
1080,1080
2158,2158
1080,13318
1080,12102
1080,10325
1080,14634
7140,13928
7140,14787
7140,13172
7140,7140
16140,16140
11689,11689
16609,16609
168,168
13578,13578
13578,16180
13578,13847
13578,15036
13578,15740
16424,16424
13578,16417
13578,16618
10609,10609
16560,16560
7400,7400
7400,7937
7400,8157
7400,12485
2387,13394
2387,2387
2387,9680
2387,10249
2387,4461
2387,10547
2387,3589
2387,2671
2387,8260
13302,13302
11869,11869
4106,4106
3639,3639
11261,11261
8643,8643
7531,7531
14908,16419
14908,14908
15658,15658
9893,9893
16289,16289
16289,16727
16289,16936
6805,6805
4186,16766
4186,12693
4186,8816
4186,11859
4186,4186
4186,14291
4186,13833
4186,15437
4186,10383
4186,7965
4186,4450
3578,4162
3578,9129
3578,9511
3578,8456
3578,3578
3578,6469
3578,15647
3578,9174
3578,6096
5612,5612
6113,6113
6519,6519
15975,15975
16671,16671
15426,16319
15426,15426
15426,15800
15660,15660
16274,16274
16753,16753
16437,16437
7309,15138
7309,7309
12971,12971
16267,16267
17093,17093
3251,14464
3251,3251
3251,7238
3251,14927
7818,7818
6780,6780
6780,16770
6780,13529
15536,15536
10510,10510
15178,15178
11595,11595
7269,7269
15349,16141
15349,15349
16720,16720
15349,15911
10654,10654
15122,15122
11312,13144
11312,13400
11312,15208
11312,11312
16100,16100
9612,14863
9612,16705
9612,9612
6977,6854
6977,6977
16484,16484
15219,15219
15219,15260
5400,5400
5631,11644
5631,10139
5631,5631
16403,16403
13940,13940
15390,15390
14871,14871
14871,14917
16724,16724
15873,15873
16405,16405
9580,9580
16626,16626
8799,8799
2548,3298
2548,2548
2603,2603
5398,5398
2485,5942
2485,6265
2485,11258
2485,8434
2485,12343
2485,5524
2485,11636
2485,2485
2485,13791
6258,6258
4935,5509
4935,5447
4935,4935
3056,4402
3056,6960
3056,6876
3056,3056
3056,3322
16715,16715
5253,12236
5253,5253
1250,16112
1250,13200
1250,1250
1250,2760
1250,12776
1250,3846
1250,11815
1418,1418
1418,8551
1317,13038
1317,11338
1317,3607
1317,2497
1317,3594
1317,1317
1317,3506
1317,5594
1317,16280
1317,14357
1317,13112
1317,13077
1317,10150
1317,9884
1317,9710
1317,6690
1317,2074
1317,13226
13451,13451
5959,8092
14969,14969
16660,16660
5959,5959
5959,9188
13375,13375
15045,15045
12000,12000
9477,9477
13067,13067
16791,16791
7030,7030
15205,15205
4943,4943
14093,14093
4536,4536
4536,13153
4536,9062
3764,3764
4536,5318
15861,15861
15369,15455
15369,15369
15369,16578
15369,16270
16833,16833
7734,7734
7085,7085
7085,12516
7085,12076
7085,8253
7085,8627
11250,11250
3768,3768
3768,13304
3768,12273
14605,14605
15412,15412
16624,16624
8463,16689
8463,16617
8463,8463
8463,10644
10672,10672
16378,16378
16469,16469
7315,7315
7315,14901
7315,7811
10552,10552
16680,16680
16305,16305
15073,15073
15839,15839
4547,4547
13462,15718
13462,13462
10412,14448
10412,14377
10412,13136
10412,10412
10412,13576
4759,15850
4759,9625
4759,4759
16558,16558
9639,9639
7987,7987
15395,15395
5804,5804
5804,14817
5804,11784
1122,7354
1122,7852
4692,5477
1122,12725
1122,8005
1122,4113
3657,3657
1122,6054
279,279
1122,5102
1122,12783
1122,13018
1122,3904
1122,3895
1122,3412
1122,1122
1122,14103
4692,4692
1122,1706
4692,6334
1122,2356
1122,15793
1122,13869
1122,9382
1122,15720
1306,1868
1306,1215
1306,1306
1306,2278
1306,1833
1306,2259
16380,16380
8480,8480
16460,16460
4092,4092
3894,3894
13819,13819
3883,15393
3883,9664
3883,12376
3883,13936
3883,4722
3883,16726
3883,3883
3883,8894
3883,13233
3883,11648
3883,9940
3883,11413
3883,12748
3883,5046
3883,9564
3883,11343
3883,16101
14091,14091
1895,1895
1895,7753
1895,12667
12669,12669
14975,14975
4718,5155
4718,4718
15223,15223
7563,7563
12985,12985
13537,13537
5996,5996
6056,6056
6056,13754
6056,13962
6056,11903
6056,7728
6056,7780
6056,7901
6056,14636
6056,8082
6056,11768
6056,11287
6056,13853
6056,8716
6056,11192
6056,6325
6056,11041
6056,10663
6056,6900
6056,11966
6056,15272
6056,15870
6056,9069
6056,4144
6056,7722
6056,6062
6056,8828
7591,7591
4062,4063
4062,4062
6196,6196
8245,8245
6211,6211
4817,15787
4817,12600
4817,5516
4817,7738
4817,8287
4817,8600
4817,8852
4817,9051
4817,9181
4817,9538
4817,16733
4817,16115
4817,15252
4817,14926
4817,13286
4817,13231
4817,12899
4817,10326
4817,10936
4817,11318
4817,11340
4817,11616
4817,12504
4817,12523
4817,12696
4817,12568
4817,11210
4817,7873
4817,5402
4817,11476
4817,4817
4817,13740
4817,6802
4817,14849
4817,5855
7334,7334
7334,7874
7334,7230
2544,12601
2544,12092
2544,11332
2544,9790
2544,9176
2544,15804
2544,16504
2544,14136
2544,14346
2544,8719
2544,13484
2544,12682
2544,15156
2544,10458
2544,9609
2544,9583
2544,2544
2544,15558
2544,7729
2544,16308
2544,16191
2544,16722
2544,15397
2544,14134
7122,7122
6475,7786
6475,6475
11026,13965
11026,10399
11026,15894
11026,12746
11026,12763
11026,13488
11026,14350
11026,14679
11026,15131
11026,15353
11026,15698
11026,16321
11026,10464
11026,12418
11026,11973
11026,6613
11026,11349
11026,3623
11026,11239
11026,10534
11026,10181
11026,7851
11026,6858
11026,12952
11026,12229
11026,12767
11026,14329
11026,16710
11026,15591
11026,14940
11026,14765
11026,14352
11026,14432
11026,14274
11026,14151
11026,14054
11026,14087
11026,14457
11026,11026
1940,2643
6604,6604
5347,5347
1940,4968
1940,4127
1940,1940
6604,7366
1940,3622
6604,7282
6604,6549
1940,2985
1940,2578
1940,2019
16218,16218
9955,9955
3662,3705
3662,3662
11240,11240
14725,14725
14725,4237
14725,2112
14725,4612
14725,13292
14725,10737
14725,4561
14725,15595
5990,14646
1660,6873
1660,9472
1660,9980
1660,9241
1660,1660
1660,3785
1660,11294
1660,9251
1660,9990
1660,2420
1660,7891
1660,11087
5990,14515
5990,5990
1660,10713
5990,15923
1660,11228
4474,5335
4474,4474
2607,2607
2839,14626
2839,7050
2839,6390
2839,9759
2839,6268
2839,4103
2839,12752
2839,14285
2839,7925
2839,10665
2839,2839
2839,3105
2839,4118
2839,4125
2839,3829
2839,12118
2839,15847
2839,8284
2839,14839
2839,16404
2839,2989
2839,5221
2839,14468
2839,5703
5005,5229
4767,4767
5005,5005
5005,5831
5005,5251
5005,6701
2130,3885
2130,9882
2130,9110
2130,12592
2130,12157
2130,4571
2130,8329
2130,4169
2130,7022
2130,2170
2130,13356
2130,13824
2130,8041
2130,4126
2130,5977
2130,6927
2130,2130
2130,12214
2130,9996
2130,12416
2130,10102
2130,5192
2130,12350
2130,8702
2130,12015
2130,16350
9029,9029
9029,9028
10565,10929
10565,10648
10565,10754
10565,10565
7615,7615
3518,3518
3518,4128
14946,14946
15994,15994
9585,9585
2637,6567
2637,6445
2637,16740
2637,13922
2637,11781
2637,2792
2637,2637
2637,9235
2637,16734
2637,9460
2637,12774
2637,4360
2637,14486
2637,7290
14899,6320
14899,14899
14899,11779
15096,15096
1549,6830
1549,12394
1549,7370
1549,7816
1549,1549
1617,1617
1549,8916
1549,13317
1549,7136
1549,4136
1549,3824
1549,2265
1549,13205
1549,13105
1549,7850
1549,8833
1549,8538
1549,9038
1549,8279
1549,4102
1549,10095
1549,9831
1549,6994
1549,4777
1549,9551
1549,7007
1549,7651
1549,9204
1549,5545
1549,14039
1549,1567
1549,4145
1549,5360
1549,6603
1549,10341
1549,3471
1549,4437
1549,12479
1549,6398
1549,6650
1549,6775
1549,8389
1549,9155
1549,10234
1549,10339
1549,10915
1549,11558
1549,6256
1549,2331
1549,6197
1549,1580
1549,3460
1549,6149
1549,6181
1549,4760
1549,3465
1549,5898
1549,4317
1549,1769
1549,3007
1549,8543
1549,10106
1549,11861
1549,8872
1549,14487
1549,10942
1549,11737
1549,8001
1549,11827
1549,6598
1549,11767
1549,6007
1549,13060
1549,10481
1549,6212
1549,6237
1549,6252
1549,6337
1549,7419
1549,7426
1549,7467
1549,12308
1549,12355
1549,12645
1549,12727
1549,12743
1549,13070
1549,13111
1549,5743
1549,7564
1549,13854
1549,12794
1549,11307
1549,14254
1549,6757
1549,11526
1549,14308
1549,14034
1549,9529
1549,14892
1549,9179
1549,14843
1549,5384
1549,9157
7949,7949
6335,6335
7949,13750
1275,6721
1275,2089
1275,3411
1275,1757
1275,14972
1275,14610
1275,12754
1275,1275
1275,11400
1275,12945
13763,13763
9283,9841
9283,9283
9283,5168
6297,6297
7700,7700
6897,7375
6897,6897
8572,8572
2244,13841
2244,13150
2244,2244
2244,12259
2242,2242
8270,8270
8270,12282
7406,7406
879,879
879,10712
879,16695
879,8757
879,7982
879,7655
879,12115
879,14961
2784,2743
2784,9594
2784,13152
2784,9116
4769,8813
2784,13949
2784,14640
