"practice_id","doctor_id","practice"
5332,5332,"MONTCLAIR VET HOSPITAL"
2664,11429,"MONTCLAIR VET CLINIC & HOSP"
2664,11549,"MONTCLAIR VET CLINIC & HOSP"
2664,11633,"MONTCLAIR VET CLINIC & HOSP"
2664,12524,"MONTCLAIR VET CLINIC & HOSP"
2664,12888,"MONTCLAIR VET CLINIC & HOSP"
2664,14399,"MONTCLAIR VET CLINIC & HOSP"
2664,14791,"MONTCLAIR VET CLINIC & HOSP"
2664,15064,"MONTCLAIR VET CLINIC & HOSP"
2664,15480,"MONTCLAIR VET CLINIC & HOSP"
2664,15539,"MONTCLAIR VET CLINIC & HOSP"
2664,9487,"MONTCLAIR VET CLINIC & HOSP"
5390,5390,"MONTECITO ANIMAL CLINIC"
4348,4348,"MONTECITO ANIMAL CLINIC"
4348,8103,"MONTECITO ANIMAL CLINIC"
6187,6187,"MONTECITO ANIMAL CLINIC"
9455,10274,"MONTECITO PET HOSPITAL"
13358,13358,"MONTECITO PET HOSPITAL"
16535,16535,"MONTECITO PET HOSPITAL"
9455,9455,"MONTECITO PET HOSPITAL"
9455,9510,"MONTECITO PET HOSPITAL"
9455,9714,"MONTECITO PET HOSPITAL"
2047,7345,"MONTECITO VET CENTER"
2047,2047,"MONTECITO VET CENTER"
2047,11039,"MONTECITO VET CENTER"
2047,10380,"MONTECITO VET CENTER"
4423,14645,"MONTEREY ANIMAL HOSPITAL"
4423,4423,"MONTEREY ANIMAL HOSPITAL"
14428,14428,"MONTEREY BAY AQUARIUM"
4527,4527,"MONTEREY PENINSULA VET"
10099,15355,"MONTE VISTA ANIMAL HOSPITAL"
10099,10099,"MONTE VISTA ANIMAL HOSPITAL"
10099,15066,"MONTE VISTA ANIMAL HOSPITAL"
1095,1095,"MONTGOMERY VILLAGE VET"
13589,14038,"MONTROSE PET HOSPITAL"
13589,16028,"MONTROSE PET HOSPITAL"
13589,13589,"MONTROSE PET HOSPITAL"
15783,15783,"MOONBROOK VETERINARY HOSPITAL"
14848,14848,"MOORE VETERINARY CLINIC"
11437,11437,"MORAGA VET HOSPITAL"
12590,12590,"MORENA PET HOSPITAL"
10931,10931,"MORENO VALLEY  ANIMAL"
7802,8464,"MORENO VALLEY CLINIC"
7802,10994,"MORENO VALLEY CLINIC"
7802,7813,"MORENO VALLEY CLINIC"
6422,6422,"MORENO VALLEY ANIMAL HOSPITAL"
7802,7802,"MORENO VALLEY CLINIC"
6178,6178,"MORGAN HILL ANIMAL HOSPITAL"
6178,13416,"MORGAN HILL ANIMAL HOSPITAL"
14740,16154,"MORRISTOWN ANIMAL HOSPITAL"
14740,14740,"MORRISTOWN ANIMAL HOSPITAL"
14740,16590,"MORRISTOWN ANIMAL HOSPITAL"
10953,10953,"MOTHER LODE VET"
10953,10967,"MOTHER LODE VET"
8256,16037,"MOTHER LODE VET HOSPITAL"
8256,13212,"MOTHER LODE VET HOSPITAL"
10953,11081,"MOTHER LODE VET"
8256,8256,"MOTHER LODE VET HOSPITAL"
16041,16041,"MOUNTAINAIR ANIMAL CLINIC"
8521,8521,"MOUNTAIN AIRE VET HOSPITAL"
11407,11407,"MOUNTAIN AVE ANIMAL HOSPITAL"
8350,8350,"MOUNTAIN VIEW ANIMAL HOSPITAL"
16811,16811,"MOUNTAIN VIEW ANIMAL HOSPITAL"
12176,12176,"MOUNTAIN VIEW ANIMAL HOSPITAL"
16788,16788,"MOUNTAIN VIEW VETERINARY CLINIC"
7810,16418,"MOUNTAIN VIEW VET HOSPITAL"
16451,16451,"MOUNTAIN VIEW VETERINARY HOSPITAL"
15859,15859,"MOUNTAIN VIEW VETERINARY HOSPITAL"
7810,8117,"MOUNTAIN VIEW VET HOSPITAL"
7810,7810,"MOUNTAIN VIEW VET HOSPITAL"
7810,13202,"MOUNTAIN VIEW VET HOSPITAL"
7810,12530,"MOUNTAIN VIEW VET HOSPITAL"
7810,8295,"MOUNTAIN VIEW VET HOSPITAL"
8407,8407,"MOUNT HERMON VETERINARY CLINIC"
15084,15084,"MOUNT HOPE ANIMAL HOSPITAL"
2573,2712,"MT MADONNA VET CLINIC"
8073,8073,"MOUNT ROSE ANIMAL HOSPITAL"
8073,15487,"MOUNT ROSE ANIMAL HOSPITAL"
8908,8908,"MOUNT VERNON VETERINARY HOSPITAL"
14823,14823,"MOVES MOBILE VET SPECIALIST"
14964,14964,"MROSE VET"
8693,9693,"MT DIABLO VET MEDICAL CENTER"
8693,8693,"MT DIABLO VET MEDICAL CENTER"
2573,2573,"MT MADONNA VET CLINIC"
12234,12234,"MUELLER PET HOSPITAL"
12234,10082,"MUELLER PET HOSPITAL"
12234,11322,"MUELLER PET HOSPITAL"
12234,7481,"MUELLER PET HOSPITAL"
12234,8457,"MUELLER PET HOSPITAL"
12234,9738,"MUELLER PET HOSPITAL"
12234,10475,"MUELLER PET HOSPITAL"
12234,7675,"MUELLER PET HOSPITAL"
12234,8046,"MUELLER PET HOSPITAL"
9769,9769,"MUELLER VET HOSPITAL"
1604,7988,"MULLER VET HOSPITAL"
6740,6792,"MUIRLANDS ANIMAL AND AVIEN HOSPITAL"
6740,11807,"MUIRLANDS ANIMAL AND AVIEN HOSPITAL"
6740,6740,"MUIRLANDS ANIMAL AND AVIEN HOSPITAL"
4804,11077,"MUIR OAKS VETERINARY HOSPITAL"
4804,14767,"MUIR OAKS VETERINARY HOSPITAL"
4804,4804,"MUIR OAKS VETERINARY HOSPITAL"
4804,11958,"MUIR OAKS VETERINARY HOSPITAL"
4804,9182,"MUIR OAKS VETERINARY HOSPITAL"
4804,7814,"MUIR OAKS VETERINARY HOSPITAL"
4804,7266,"MUIR OAKS VETERINARY HOSPITAL"
1604,6355,"MULLER VET HOSPITAL"
1604,1604,"MULLER VET HOSPITAL"
1604,8762,"MULLER VET HOSPITAL"
7065,7752,"MURPHY AVE PET CLINIC"
7065,7065,"MURPHY AVE PET CLINIC"
7065,16891,"MURPHY AVE PET CLINIC"
15703,15703,"MURRAY ANIMAL HOSPITAL"
9107,9107,"MURRAYHILL VET CLINIC"
14819,14819,"MURRIETA ANIMAL HOSPITAL"
7611,7611,"MURRIETA OAKS ANIMAL HOSPITAL"
8240,8240,"MURRIETA OAKS VET HOSPITAL"
8006,8006,"MURRIETA OAKS VET HOSPITAL"
8006,9238,"MURRIETA OAKS VET HOSPITAL"
8240,8883,"MURRIETA OAKS VET HOSPITAL"
10726,10726,"MUTTVILLE SENIOR DOG RESCUE"
8336,8336,"MY PET MOBILE VET"
8336,13334,"MY PET MOBILE VET"
15365,15365,"MY PETS WELLNESS-DAYTONA"
7372,16295,"MYRTLE AVE VET HOSPITAL"
7372,9545,"MYRTLE AVE VET HOSPITAL"
7372,7372,"MYRTLE AVE VET HOSPITAL"
16172,16172,"MY VETS AND PETS"
9450,13157,"NAPA RIVER PET HOSPITAL"
9450,9708,"NAPA RIVER PET HOSPITAL"
9450,9450,"NAPA RIVER PET HOSPITAL"
9450,12461,"NAPA RIVER PET HOSPITAL"
9450,12773,"NAPA RIVER PET HOSPITAL"
1436,3743,"NAPA SMALL ANIMAL HOSPITAL"
1436,16223,"NAPA SMALL ANIMAL HOSPITAL"
1436,16095,"NAPA SMALL ANIMAL HOSPITAL"
1436,14783,"NAPA SMALL ANIMAL HOSPITAL"
1436,13277,"NAPA SMALL ANIMAL HOSPITAL"
1436,12933,"NAPA SMALL ANIMAL HOSPITAL"
1436,12698,"NAPA SMALL ANIMAL HOSPITAL"
1436,11895,"NAPA SMALL ANIMAL HOSPITAL"
1436,10032,"NAPA SMALL ANIMAL HOSPITAL"
1436,9958,"NAPA SMALL ANIMAL HOSPITAL"
1436,9681,"NAPA SMALL ANIMAL HOSPITAL"
1436,8720,"NAPA SMALL ANIMAL HOSPITAL"
1436,7985,"NAPA SMALL ANIMAL HOSPITAL"
1436,7073,"NAPA SMALL ANIMAL HOSPITAL"
1436,6381,"NAPA SMALL ANIMAL HOSPITAL"
1436,5910,"NAPA SMALL ANIMAL HOSPITAL"
1436,4288,"NAPA SMALL ANIMAL HOSPITAL"
1436,3413,"NAPA SMALL ANIMAL HOSPITAL"
1436,1921,"NAPA SMALL ANIMAL HOSPITAL"
1436,1436,"NAPA SMALL ANIMAL HOSPITAL"
1436,16287,"NAPA SMALL ANIMAL HOSPITAL"
9360,9360,"NAPA SMALL ANIMAL HOSPITAL"
9360,5643,"NAPA SMALL ANIMAL HOSPITAL"
10004,10004,"NAPA SOLANO PET EMERGENCY CLINIC"
6674,6674,"NAPA VALLEY EQUINE"
6674,7683,"NAPA VALLEY EQUINE"
5081,5081,"NAPA VALLEY VETERINARY HOSPITAL"
5081,6122,"NAPA VALLEY VETERINARY HOSPITAL"
12731,13407,"NAPA WEST PET HOSPITAL"
12731,15670,"NAPA WEST PET HOSPITAL"
12731,16777,"NAPA WEST PET HOSPITAL"
12731,13402,"NAPA WEST PET HOSPITAL"
12731,12731,"NAPA WEST PET HOSPITAL"
12731,12882,"NAPA WEST PET HOSPITAL"
12731,12893,"NAPA WEST PET HOSPITAL"
12731,15403,"NAPA WEST PET HOSPITAL"
16262,16262,"NASHOBA VALLEY VETERINARY HOSPITAL"
11276,11276,"NATOMAS VERTERINARY HOSPITAL*WRITTEN RX ONLY*"
11276,16915,"NATOMAS VERTERINARY HOSPITAL*WRITTEN RX ONLY*"
11276,9906,"NATOMAS VERTERINARY HOSPITAL*WRITTEN RX ONLY*"
11276,16252,"NATOMAS VERTERINARY HOSPITAL*WRITTEN RX ONLY*"
11276,13025,"NATOMAS VERTERINARY HOSPITAL*WRITTEN RX ONLY*"
11276,4104,"NATOMAS VERTERINARY HOSPITAL*WRITTEN RX ONLY*"
11276,16046,"NATOMAS VERTERINARY HOSPITAL*WRITTEN RX ONLY*"
15458,15460,"NATURAL VETERINARY THERAPY"
15458,15458,"NATURAL VETERINARY THERAPY"
14655,14655,"NCC PET RESCUE"
5286,5286,"NEED"
7385,9635,"CENTER SANAI ANIMAL HOSPITAL"
697,697,"NEEDED"
16602,16602,"NELSON VETERINARY SERVICE"
8485,8485,"NEW ANIMAL HOSPITAL"
2597,2597,"NEWARK PET CLINIC"
2597,13933,"NEWARK PET CLINIC"
8363,8363,"NEWBURY PARK VET CLINIC"
8363,10592,"NEWBURY PARK VET CLINIC"
4076,4076,"NEW CLINIC 8/28/08"
4904,4904,"NEW ENGLAND ANIMAL MEDICAL CENTER"
16856,16856,"NEW FRONTIER ANIMAL MEDICAL CENTER"
13384,13384,"NEW HARMONY VET ACUPUNCTURE"
16369,16369,"NEW HAVEN ANIMAL HOSPITAL"
15565,15565,"NEW HYDE PARK ANIMAL HOSPITAL"
15565,16170,"NEW HYDE PARK ANIMAL HOSPITAL"
15565,15838,"NEW HYDE PARK ANIMAL HOSPITAL"
15163,15163,"NEW PALTZ ANIMAL HOSPITAL"
7220,7220,"NEWPORT ANIMAL HOSPITAL"
9496,9496,"NEWPORT BEACH ANIMAL HOSPITAL"
9496,11321,"NEWPORT BEACH ANIMAL HOSPITAL"
9997,12083,"NEWPORT HARBOR ANIMAL HOSPITAL"
9997,9997,"NEWPORT HARBOR ANIMAL HOSPITAL"
12764,12764,"NEWPORT HARBOR ANIMAL HOSPITAL"
9496,12211,"NEWPORT BEACH ANIMAL HOSPITAL"
16809,16809,"NEWPORT MESA ANIMAL HOSPITAL"
8209,8209,"NEWPORT PET CLINIC"
8209,13580,"NEWPORT PET CLINIC"
15054,15054,"NEW ROCHELLE ANIMAL HOSPITAL"
15505,15505,"NEWTON VETERINARY HOSPITAL"
6958,6958,"NICHOLS VET CARE"
6958,13343,"NICHOLS VET CARE"
6958,10728,"NICHOLS VET CARE"
6958,10450,"NICHOLS VET CARE"
14529,14529,"NILES ANIMAL HOSPITAL AND BIRD MEDICAL CENTER"
4361,4361,"NINE LIVES FOUNDATION"
15287,15287,"NIPOMO DOG AND CAT HOSPITAL"
15287,15807,"NIPOMO DOG AND CAT HOSPITAL"
5068,8438,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,3668,"NOB HILL CAT CLINIC AND HOSPITAL"
4872,4872,"NOB HILL CAT CLINIC"
4872,5065,"NOB HILL CAT CLINIC"
5068,12950,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,11679,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,11670,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,10734,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,10411,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,9461,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,9282,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,9067,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,8554,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,8297,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,7114,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,6105,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,4577,"NOB HILL CAT CLINIC AND HOSPITAL"
9492,9492,"NOB HILL CAT CLINIC"
5068,3264,"NOB HILL CAT CLINIC AND HOSPITAL"
4872,5112,"NOB HILL CAT CLINIC"
5068,14314,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,13768,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,13731,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,13012,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,12991,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,12456,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,12400,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,12265,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,11987,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,9842,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,5068,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,14364,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,15114,"NOB HILL CAT CLINIC AND HOSPITAL"
5068,9330,"NOB HILL CAT CLINIC AND HOSPITAL"
8924,10201,"NOBLE VET CLINIC"
8924,8924,"NOBLE VET CLINIC"
8924,13328,"NOBLE VET CLINIC"
13558,13558,"NO CURRENT CLINIC"
6776,6776,"NOHL RANCH ANIMAL HOSPITAL"
6776,6886,"NOHL RANCH ANIMAL HOSPITAL"
6776,13056,"NOHL RANCH ANIMAL HOSPITAL"
12187,12187,"NORCAL VET"
13353,15479,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,9748,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,11480,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,7664,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,11219,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,11405,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
6848,6848,"NOR CAL VET EMERGENCY AND SPECIALTY HOSPITAL"
7586,7586,"NORCAL VET EMERGENCY AND SPECIALTY HOSPITAL"
13353,9579,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,8847,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,8155,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,12422,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
7039,7039,"NORCAL VET ER AND SPECIALTY HOSPITAL"
13353,12384,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,10546,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
13353,10456,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
16069,16069,"NORDAHL PET CLINIC"
10530,15617,"NORDHOFF VET HOSPITAL"
10530,12911,"NORDHOFF VET HOSPITAL"
10530,10530,"NORDHOFF VET HOSPITAL"
2657,2657,"NORTH BAY ANIMAL HOSPITAL"
14947,14947,"NORTH BAY ANIMAL HOSPITAL"
14741,14741,"NORTH BAY VET CENTER"
14724,14724,"NORTH BAY VET SURGICAL SERVICES"
16036,16036,"NORTH CASCADE VETERINARY HOSPITAL"
15350,15350,"NORTH COUNTRY VET SERVICES"
12719,16717,"NORTH COUNTY CAT HOSPITAL"
12719,12719,"NORTH COUNTY CAT HOSPITAL"
14818,14818,"NORTHEAST VETERINARY HOSPITAL"
14818,15375,"NORTHEAST VETERINARY HOSPITAL"
16497,16497,"NORTHERN VETERINARY CLINIC"
16230,16230,"NORTH FIGUEROA ANIMAL HOSPITAL"
5381,6190,"NORTHFORK VET"
5381,5381,"NORTHFORK VET"
5381,6286,"NORTHFORK VET"
5982,5982,"NORTH FORK VET CLINIC"
5381,6261,"NORTHFORK VET"
5381,7178,"NORTHFORK VET"
5381,8403,"NORTHFORK VET"
5381,11569,"NORTHFORK VET"
5381,14867,"NORTHFORK VET"
5381,9691,"NORTHFORK VET"
9322,9322,"NORTHGATE VET HOSPITAL"
14825,14825,"NORTH HILLS VETERINARY CLINIC"
14825,16582,"NORTH HILLS VETERINARY CLINIC"
14825,16523,"NORTH HILLS VETERINARY CLINIC"
14825,16522,"NORTH HILLS VETERINARY CLINIC"
13099,13099,"NORTH HILLS VET HOSPITAL"
13099,13733,"NORTH HILLS VET HOSPITAL"
15007,15007,"NORTHLAKE ANIMAL HOSPITAL"
8325,6908,"VCA NORTH PARK ANIMAL HOSPITAL"
8325,7432,"VCA NORTH PARK ANIMAL HOSPITAL"
8325,8163,"VCA NORTH PARK ANIMAL HOSPITAL"
8325,6835,"VCA NORTH PARK ANIMAL HOSPITAL"
5808,5808,"NORTH PENINSULA EMERGENCY VET CLINIC"
5808,11700,"NORTH PENINSULA EMERGENCY VET CLINIC"
5808,9058,"NORTH PENINSULA EMERGENCY VET CLINIC"
5912,5912,"NORTH PENINSULA VET EMERGENCY CLINIC"
5808,14663,"NORTH PENINSULA EMERGENCY VET CLINIC"
5808,9749,"NORTH PENINSULA EMERGENCY VET CLINIC"
5808,14480,"NORTH PENINSULA EMERGENCY VET CLINIC"
10677,10677,"NORTH POINTE VET"
10677,11984,"NORTH POINTE VET"
13097,13097,"NORTHRIDGE ANIMAL MEDICAL CENTER"
16608,16608,"NORTHRIDGE VETERINARY HOSPITAL"
16255,16255,"NORTH SEATTLE VETERINARY CLINIC"
16889,16889,"NORTHSHORE VET HOSPITAL"
13840,13840,"NORTHSIDE VET CLINIC"
14574,14574,"NORTHSIDE VET CLINIC"
10209,10209,"NORTH STAR VETS"
13412,13412,"NORTH STATE VET CLINIC"
2508,14479,"NORTHTOWN ANIMAL HOSPITAL"
2508,3048,"NORTHTOWN ANIMAL HOSPITAL"
2508,3323,"NORTHTOWN ANIMAL HOSPITAL"
2508,2508,"NORTHTOWN ANIMAL HOSPITAL"
2508,15012,"NORTHTOWN ANIMAL HOSPITAL"
2508,16963,"NORTHTOWN ANIMAL HOSPITAL"
2508,3005,"NORTHTOWN ANIMAL HOSPITAL"
2508,2770,"NORTHTOWN ANIMAL HOSPITAL"
13533,15434,"NORTH VALLEY VET CLINIC"
13533,14101,"NORTH VALLEY VET CLINIC"
13533,13850,"NORTH VALLEY VET CLINIC"
13533,13533,"NORTH VALLEY VET CLINIC"
13533,15906,"NORTH VALLEY VET CLINIC"
7338,7338,"NORTH VALLEY VET HOSPITAL"
16742,16742,"NORTHVIEW ANIMAL HOSPITAL"
15841,15841,"NORTHWEST PET CLINIC"
13852,13852,"NORTHWOOD ANIMAL HOSPITAL"
13852,16674,"NORTHWOOD ANIMAL HOSPITAL"
13353,9852,"BLUEPEARL SPECIALTY AND EMERGENCY PET HOSPITAL"
11553,11553,"NOT JUST 4 PAWS"
11553,12614,"NOT JUST 4 PAWS"
3054,3054,"NOVATO COMMUNITY HOSPITAL"
294,294,"NOVATO KAISER 97 SAN MARIN DR"
10499,10499,"NOVATO VET **EMAIL(FAX DOESN'T WORK)**"
10499,16603,"NOVATO VET **EMAIL(FAX DOESN'T WORK)**"
7381,15604,"ANIMAL KIND VETERINARY HOSPITAL"
3816,3816,"NOVATO VETERINARY HOSPITAL**EMAIL(FAX DOESN'T WORK)**"
5506,5506,"NOVATO VET HOSPITAL **EMAIL(FAX DOESN'T WORK)**"
14548,14548,"NOVATO VET HOUSE CALL"
11789,13822,"LENITY ANIMAL HOSPITAL/NORTH PENINSULA"
3877,4826,"OAK ANIMAL HOSPITAL"
3877,11417,"OAK ANIMAL HOSPITAL"
3877,3877,"OAK ANIMAL HOSPITAL"
3877,4338,"OAK ANIMAL HOSPITAL"
3877,4207,"OAK ANIMAL HOSPITAL"
3877,7669,"OAK ANIMAL HOSPITAL"
4477,4477,"OAK ANIMAL HOSPITAL"
3877,9787,"OAK ANIMAL HOSPITAL"
9648,16043,"OAKDALE VETERINARY GROUP"
9648,15037,"OAKDALE VETERINARY GROUP"
9648,9648,"OAKDALE VETERINARY GROUP"
9648,13778,"OAKDALE VETERINARY GROUP"
9648,12690,"OAKDALE VETERINARY GROUP"
16551,16551,"OAK GLEN ANIMAL HOSPITAL"
16999,16999,"OAK GROVE ANIMAL HOSPITAL"
8422,8422,"OAK GROVE VET HOSPITAL"
13745,13745,"OAK GROVE VET HOSPITAL"
16953,16953,"OAKHURST VETERINARY HOSPITAL"
2782,2782,"OAKLAND ANIMAL HOSPITAL"
4451,5998,"SHIP VET EAST BAY SPCA"
3558,3558,"OAKLAND/EAST BAY SPCA"
2782,2518,"OAKLAND ANIMAL HOSPITAL"
2782,5742,"OAKLAND ANIMAL HOSPITAL"
2782,8151,"OAKLAND ANIMAL HOSPITAL"
8503,8503,"OAKLAND VETERINARY REFERRAL SERVICES"
13765,13765,"OAKLEY VET MEDICAL CENTER"
5021,5021,"OAKLEY VET MEDICAL CENTER"
1830,1830,"OAK MEADOW VET HOSPITAL"
11653,11653,"OAK PARK VET CLINIC"
10706,10706,"OAK TREE ANIMAL HOSP"
10706,15527,"OAK TREE ANIMAL HOSP"
13525,14888,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,16060,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,16800,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,13565,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,13567,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,16982,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,17008,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,13525,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,14773,"OAK VET ANIMAL SPECIALTY HOSPITAL"
13525,14585,"OAK VET ANIMAL SPECIALTY HOSPITAL"
14370,16455,"OAKVIEW VETERINARY MEDICAL CENTER"
14370,14567,"OAKVIEW VETERINARY MEDICAL CENTER"
14370,14370,"OAKVIEW VETERINARY MEDICAL CENTER"
16801,16801,"OASIS VETERINARY HOSPITAL"
9653,9653,"OASIS VET HOSPITAL"
13089,13089,"OASIS VET HOSPITAL"
9653,12292,"OASIS VET HOSPITAL"
9653,11529,"OASIS VET HOSPITAL"
10126,7551,"LAGUNA BEACH VET MEDICAL CENTER"
2593,2593,"OCCIDENTAL VET CLINIC"
2593,3654,"OCCIDENTAL VET CLINIC"
2593,7199,"OCCIDENTAL VET CLINIC"
2593,10161,"OCCIDENTAL VET CLINIC"
10282,10282,"OCEAN ANIMAL CLINIC"
10282,12081,"OCEAN ANIMAL CLINIC"
5936,5936,"OCEANA PET HOSPITAL"
5936,13808,"OCEANA PET HOSPITAL"
5936,15499,"OCEANA PET HOSPITAL"
5936,15789,"OCEANA PET HOSPITAL"
5936,6152,"OCEANA PET HOSPITAL"
5936,6580,"OCEANA PET HOSPITAL"
5936,6679,"OCEANA PET HOSPITAL"
5936,7888,"OCEANA PET HOSPITAL"
5936,8504,"OCEANA PET HOSPITAL"
5936,9879,"OCEANA PET HOSPITAL"
5936,10701,"OCEANA PET HOSPITAL"
1283,6231,"OCEAN AVE PET HOSPITAL"
1701,1770,"OCEAN AVE VET HOSPITAL"
1701,2318,"OCEAN AVE VET HOSPITAL"
1283,14950,"OCEAN AVE PET HOSPITAL"
1283,1283,"OCEAN AVE PET HOSPITAL"
5004,5004,"OCEAN AVE VET"
1283,15124,"OCEAN AVE PET HOSPITAL"
3225,13861,"ANIMAL FARM PET HOSPITAL"
1283,16386,"OCEAN AVE PET HOSPITAL"
1283,11596,"OCEAN AVE PET HOSPITAL"
5004,5289,"OCEAN AVE VET"
1283,5739,"OCEAN AVE PET HOSPITAL"
1283,6922,"OCEAN AVE PET HOSPITAL"
1283,7941,"OCEAN AVE PET HOSPITAL"
1798,1798,"OCEAN AVENUE VET HOSPITAL"
1283,8275,"OCEAN AVE PET HOSPITAL"
1283,12982,"OCEAN AVE PET HOSPITAL"
1283,14122,"OCEAN AVE PET HOSPITAL"
1701,1701,"OCEAN AVE VET HOSPITAL"
4444,4444,"OCEAN BEACH VET CLINIC"
14463,14463,"OCEAN SHORES ANIMAL HOSPITAL"
8338,8338,"OCEANSIDE VET HOSPITAL"
13252,13252,"OCEANSIDE VET HOSPITAL"
8338,8630,"OCEANSIDE VET HOSPITAL"
10977,4638,"VCA OCEANVIEW ANIMAL HOSPITAL"
8142,8142,"OC MOBILE SURGERY"
15719,15719,"OC VETERINARY MEDICAL CENTER"
10036,11251,"OHANA ANIMAL HOSPITAL"
10036,15791,"OHANA ANIMAL HOSPITAL"
10036,10036,"OHANA ANIMAL HOSPITAL"
15794,16486,"OHANA PET HOSPITAL-VENTURA"
15794,15794,"OHANA PET HOSPITAL-VENTURA"
9147,9147,"OHLONE VET EMERGENCY CLINIC"
14751,14751,"OLD COUNTRY ANIMAL CLINIC"
8468,10585,"OLD TOWNE ANIMAL HOSPITAL"
8468,10571,"OLD TOWNE ANIMAL HOSPITAL"
8468,12192,"OLD TOWNE ANIMAL HOSPITAL"
8468,16964,"OLD TOWNE ANIMAL HOSPITAL"
8468,15524,"OLD TOWNE ANIMAL HOSPITAL"
8468,12004,"OLD TOWNE ANIMAL HOSPITAL"
8468,11891,"OLD TOWNE ANIMAL HOSPITAL"
8468,10054,"OLD TOWNE ANIMAL HOSPITAL"
8468,8468,"OLD TOWNE ANIMAL HOSPITAL"
9345,9345,"OLD TOWN VET HOSPITAL"
8564,13523,"OLYMPIAD ANIMAL HOSPITAL"
8564,8706,"OLYMPIAD ANIMAL HOSPITAL"
8564,10638,"OLYMPIAD ANIMAL HOSPITAL"
8583,8583,"OLYMPIAD ANIMAL HOSPITAL"
8564,8564,"OLYMPIAD ANIMAL HOSPITAL"
8564,9286,"OLYMPIAD ANIMAL HOSPITAL"
8564,11582,"OLYMPIAD ANIMAL HOSPITAL"
8564,15194,"OLYMPIAD ANIMAL HOSPITAL"
8564,15944,"OLYMPIAD ANIMAL HOSPITAL"
7692,7360,"UC DAVIS ANIMAL HOSPITAL"
7088,7088,"ONTARIO SPAY AND NEUTER"
16075,16754,"ONTARIO VET HOSPITAL"
16075,16075,"ONTARIO VET HOSPITAL"
15309,16863,"ORADELL ANIMAL HOSPITAL"
15309,15309,"ORADELL ANIMAL HOSPITAL"
15309,16190,"ORADELL ANIMAL HOSPITAL"
9601,9601,"ORANGE COUNTY ANIMAL CARE"
9713,9713,"ORANGE COUNTY ANIMAL CARE"
6389,11266,"VCA ORANGE COUNTY VET SPECIALISTS"
17025,17025,"ORANGE-OLIVE VETERINARY HOSPITA"
7365,7365,"ORANGE PET CARE"
7580,7580,"ORANGE TUSTIN ANIMAL HOSPITAL"
7240,7240,"ORANGEVALE VET HOSPITAL"
7240,7276,"ORANGEVALE VET HOSPITAL"
7240,10092,"ORANGEVALE VET HOSPITAL"
10980,10980,"ORANGE VETERINARY HOSPITAL"
